Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12 00:00:00+00:00,0.09894318878650665,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,469033600.0
1980-12-15 00:00:00+00:00,0.09378126263618469,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12221000343561172,175884800.0
1980-12-16 00:00:00+00:00,0.08689793199300766,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.1132809966802597,105728000.0
1980-12-17 00:00:00+00:00,0.08904874324798584,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,86441600.0
1980-12-18 00:00:00+00:00,0.0916304811835289,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,73449600.0
1980-12-19 00:00:00+00:00,0.09722255915403366,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,48630400.0
1980-12-22 00:00:00+00:00,0.10195434093475342,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,37363200.0
1980-12-23 00:00:00+00:00,0.10625673830509186,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,46950400.0
1980-12-24 00:00:00+00:00,0.11184883117675781,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,48003200.0
1980-12-26 00:00:00+00:00,0.1221734955906868,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,55574400.0
1980-12-29 00:00:00+00:00,0.1238940954208374,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,93161600.0
1980-12-30 00:00:00+00:00,0.12088293582201004,0.156808003783226,0.15736599266529083,0.156808003783226,0.15736599266529083,68880000.0
1980-12-31 00:00:00+00:00,0.11744165420532227,0.1523440033197403,0.1529020071029663,0.1523440033197403,0.1529020071029663,35750400.0
1981-01-02 00:00:00+00:00,0.11873215436935425,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,21660800.0
1981-01-05 00:00:00+00:00,0.11615122109651566,0.15067000687122345,0.15122799575328827,0.15067000687122345,0.15122799575328827,35728000.0
1981-01-06 00:00:00+00:00,0.11098846793174744,0.1439729928970337,0.1445309966802597,0.1439729928970337,0.1445309966802597,45158400.0
1981-01-07 00:00:00+00:00,0.10625673830509186,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13839299976825714,55686400.0
1981-01-08 00:00:00+00:00,0.10410594195127487,0.13504500687122345,0.13560299575328827,0.13504500687122345,0.13560299575328827,39827200.0
1981-01-09 00:00:00+00:00,0.10969805717468262,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,21504000.0
1981-01-12 00:00:00+00:00,0.10883767902851105,0.141183003783226,0.14229899644851685,0.141183003783226,0.14229899644851685,23699200.0
1981-01-13 00:00:00+00:00,0.10496627539396286,0.13616099953651428,0.1367190033197403,0.13616099953651428,0.1367190033197403,23049600.0
1981-01-14 00:00:00+00:00,0.10539639741182327,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,14291200.0
1981-01-15 00:00:00+00:00,0.10754721611738205,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,14067200.0
1981-01-16 00:00:00+00:00,0.10668688267469406,0.13839299976825714,0.13895100355148315,0.13839299976825714,0.13895100355148315,13395200.0
1981-01-19 00:00:00+00:00,0.11313929408788681,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,41574400.0
1981-01-20 00:00:00+00:00,0.10969805717468262,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14285700023174286,30083200.0
1981-01-21 00:00:00+00:00,0.11184883117675781,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,15904000.0
1981-01-22 00:00:00+00:00,0.11313929408788681,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,35548800.0
1981-01-23 00:00:00+00:00,0.11270914226770401,0.14620499312877655,0.14732100069522858,0.14620499312877655,0.14676299691200256,11222400.0
1981-01-26 00:00:00+00:00,0.11098846793174744,0.1439729928970337,0.1445309966802597,0.1439729928970337,0.1445309966802597,24640000.0
1981-01-27 00:00:00+00:00,0.11012816429138184,0.14285700023174286,0.1439729928970337,0.14285700023174286,0.1439729928970337,23699200.0
1981-01-28 00:00:00+00:00,0.10668688267469406,0.13839299976825714,0.13895100355148315,0.13839299976825714,0.13895100355148315,28156800.0
1981-01-29 00:00:00+00:00,0.1028154119849205,0.1333709955215454,0.13392899930477142,0.1333709955215454,0.13392899930477142,43904000.0
1981-01-30 00:00:00+00:00,0.09722255915403366,0.12611599266529083,0.12723200023174286,0.12611599266529083,0.12723200023174286,46188800.0
1981-02-02 00:00:00+00:00,0.0916304811835289,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11941999942064285,23766400.0
1981-02-03 00:00:00+00:00,0.09507179260253906,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.12332600355148315,19152000.0
1981-02-04 00:00:00+00:00,0.09851302206516266,0.12779000401496887,0.1283479928970337,0.12779000401496887,0.12779000401496887,27865600.0
1981-02-05 00:00:00+00:00,0.09851302206516266,0.12779000401496887,0.1289059966802597,0.12779000401496887,0.12779000401496887,7929600.0
1981-02-06 00:00:00+00:00,0.09894318878650665,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,13865600.0
1981-02-09 00:00:00+00:00,0.09378126263618469,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12276799976825714,16755200.0
1981-02-10 00:00:00+00:00,0.09378126263618469,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12165199965238571,18345600.0
1981-02-11 00:00:00+00:00,0.09077015519142151,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.11830399930477142,13843200.0
1981-02-12 00:00:00+00:00,0.08990904688835144,0.11662899702787399,0.1171879991889,0.11662899702787399,0.1171879991889,14560000.0
1981-02-13 00:00:00+00:00,0.08775827288627625,0.11383900046348572,0.11495500057935715,0.11383900046348572,0.11495500057935715,11155200.0
