,open,high,low,close,adjclose,volume,ticker
1980-12-12,0.1283482164144516,0.12890625,0.1283482164144516,0.1283482164144516,0.10126106441020966,469033600.0,AAPL
1980-12-15,0.1222098246216774,0.1222098246216774,0.1216517835855484,0.1216517835855484,0.09597791731357574,175884800.0,AAPL
1980-12-16,0.11328125,0.11328125,0.1127232164144516,0.1127232164144516,0.08893363177776337,105728000.0,AAPL
1980-12-17,0.1155133917927742,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09113498777151108,86441600.0,AAPL
1980-12-18,0.1188616082072258,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09377654641866684,73449600.0,AAPL
1980-12-19,0.1261160671710968,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.09950001537799835,48630400.0,AAPL
1980-12-22,0.1322544664144516,0.1328125,0.1322544664144516,0.1322544664144516,0.10434294492006302,37363200.0,AAPL
1980-12-23,0.1378348171710968,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.10874560475349426,46950400.0,AAPL
1980-12-24,0.1450892835855484,0.1456473171710968,0.1450892835855484,0.1450892835855484,0.11446907371282578,48003200.0,AAPL
1980-12-26,0.1584821492433548,0.1590401828289032,0.1584821492433548,0.1584821492433548,0.12503543496131897,55574400.0,AAPL
1980-12-29,0.1607142835855484,0.1612723171710968,0.1607142835855484,0.1607142835855484,0.12679646909236908,93161600.0,AAPL
1980-12-30,0.1573660671710968,0.1573660671710968,0.1568080335855484,0.1568080335855484,0.12371457368135452,68880000.0,AAPL
1980-12-31,0.1529017835855484,0.1529017835855484,0.15234375,0.15234375,0.1201925054192543,35750400.0,AAPL
1981-01-02,0.1540178507566452,0.1551339328289032,0.1540178507566452,0.1540178507566452,0.12151328474283218,21660800.0,AAPL
1981-01-05,0.1512276828289032,0.1512276828289032,0.1506696492433548,0.1506696492433548,0.11887173354625702,35728000.0,AAPL
1981-01-06,0.14453125,0.14453125,0.1439732164144516,0.1439732164144516,0.11358849704265594,45158400.0,AAPL
1981-01-07,0.1383928507566452,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.10874560475349426,55686400.0,AAPL
1981-01-08,0.1356026828289032,0.1356026828289032,0.1350446492433548,0.1350446492433548,0.10654428601264954,39827200.0,AAPL
1981-01-09,0.1422991007566452,0.1428571492433548,0.1422991007566452,0.1422991007566452,0.11226773262023926,21504000.0,AAPL
1981-01-12,0.1422991007566452,0.1422991007566452,0.1411830335855484,0.1411830335855484,0.11138718575239182,23699200.0,AAPL
1981-01-13,0.13671875,0.13671875,0.1361607164144516,0.1361607164144516,0.1074247881770134,23049600.0,AAPL
1981-01-14,0.13671875,0.1372767835855484,0.13671875,0.13671875,0.10786505043506622,14291200.0,AAPL
1981-01-15,0.1395089328289032,0.140625,0.1395089328289032,0.1395089328289032,0.11006638407707214,14067200.0,AAPL
1981-01-16,0.1389508992433548,0.1389508992433548,0.1383928507566452,0.1383928507566452,0.1091858372092247,13395200.0,AAPL
1981-01-19,0.1467633992433548,0.1473214328289032,0.1467633992433548,0.1467633992433548,0.11578986048698425,41574400.0,AAPL
1981-01-20,0.1428571492433548,0.1428571492433548,0.1422991007566452,0.1422991007566452,0.11226773262023926,30083200.0,AAPL
1981-01-21,0.1450892835855484,0.1462053507566452,0.1450892835855484,0.1450892835855484,0.11446907371282578,15904000.0,AAPL
1981-01-22,0.1467633992433548,0.1478794664144516,0.1467633992433548,0.1467633992433548,0.11578986048698425,35548800.0,AAPL
1981-01-23,0.1467633992433548,0.1473214328289032,0.1462053507566452,0.1462053507566452,0.11534958332777023,11222400.0,AAPL
1981-01-26,0.14453125,0.14453125,0.1439732164144516,0.1439732164144516,0.11358849704265594,24640000.0,AAPL
1981-01-27,0.1439732164144516,0.1439732164144516,0.1428571492433548,0.1428571492433548,0.11270797252655029,23699200.0,AAPL
1981-01-28,0.1389508992433548,0.1389508992433548,0.1383928507566452,0.1383928507566452,0.1091858372092247,28156800.0,AAPL
1981-01-29,0.1339285671710968,0.1339285671710968,0.1333705335855484,0.1333705335855484,0.10522349178791046,43904000.0,AAPL
1981-01-30,0.1272321492433548,0.1272321492433548,0.1261160671710968,0.1261160671710968,0.09950001537799835,46188800.0,AAPL
1981-02-02,0.1194196417927742,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09377654641866684,23766400.0,AAPL
1981-02-03,0.1233258917927742,0.1238839253783226,0.1233258917927742,0.1233258917927742,0.09729868918657303,19152000.0,AAPL
1981-02-04,0.1277901828289032,0.1283482164144516,0.1277901828289032,0.1277901828289032,0.10082083940505981,27865600.0,AAPL
1981-02-05,0.1277901828289032,0.12890625,0.1277901828289032,0.1277901828289032,0.10082083940505981,7929600.0,AAPL
1981-02-06,0.1283482164144516,0.12890625,0.1283482164144516,0.1283482164144516,0.10126106441020966,13865600.0,AAPL
1981-02-09,0.1227678582072258,0.1227678582072258,0.1216517835855484,0.1216517835855484,0.09597791731357574,16755200.0,AAPL
1981-02-10,0.1216517835855484,0.1222098246216774,0.1216517835855484,0.1216517835855484,0.09597791731357574,18345600.0,AAPL
1981-02-11,0.1183035746216774,0.1183035746216774,0.1177455335855484,0.1177455335855484,0.0928960070014,13843200.0,AAPL
1981-02-12,0.1171875,0.1171875,0.1166294664144516,0.1166294664144516,0.09201551973819733,14560000.0,AAPL
1981-02-13,0.1149553582072258,0.1149553582072258,0.1138392835855484,0.1138392835855484,0.08981417864561081,11155200.0,AAPL
1981-02-17,0.1166294664144516,0.1171875,0.1166294664144516,0.1166294664144516,0.09201551973819733,12275200.0,AAPL
1981-02-18,0.1216517835855484,0.1227678582072258,0.1216517835855484,0.1216517835855484,0.09597791731357574,19241600.0,AAPL
1981-02-19,0.1149553582072258,0.1149553582072258,0.1143973246216774,0.1143973246216774,0.09025442600250244,22310400.0,AAPL
1981-02-20,0.1088169664144516,0.1088169664144516,0.1082589253783226,0.1082589253783226,0.08541153371334076,24371200.0,AAPL
1981-02-23,0.1099330335855484,0.1104910746216774,0.1099330335855484,0.1099330335855484,0.08673231303691864,14112000.0,AAPL
1981-02-24,0.1071428582072258,0.1071428582072258,0.1060267835855484,0.1060267835855484,0.08365046977996826,16979200.0,AAPL
1981-02-25,0.1127232164144516,0.11328125,0.1127232164144516,0.1127232164144516,0.08893363177776337,19488000.0,AAPL
1981-02-26,0.1143973246216774,0.1149553582072258,0.1143973246216774,0.1143973246216774,0.09025442600250244,10841600.0,AAPL
1981-02-27,0.1183035746216774,0.1194196417927742,0.1183035746216774,0.1183035746216774,0.0933363139629364,14761600.0,AAPL
1981-03-02,0.1188616082072258,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09377654641866684,11760000.0,AAPL
1981-03-03,0.1177455335855484,0.1177455335855484,0.1171875,0.1171875,0.09245575219392776,16172800.0,AAPL
1981-03-04,0.1166294664144516,0.1166294664144516,0.1160714253783226,0.1160714253783226,0.09157522767782211,13708800.0,AAPL
1981-03-05,0.1160714253783226,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09113498777151108,5376000.0,AAPL
1981-03-06,0.1155133917927742,0.1155133917927742,0.1143973246216774,0.1143973246216774,0.09025442600250244,11603200.0,AAPL
1981-03-09,0.1060267835855484,0.1060267835855484,0.10546875,0.10546875,0.08321020007133484,15321600.0,AAPL
1981-03-10,0.1010044664144516,0.1010044664144516,0.1004464253783226,0.1004464253783226,0.07924778759479523,28380800.0,AAPL
1981-03-11,0.09765625,0.09765625,0.0965401753783226,0.0965401753783226,0.07616597414016724,29859200.0,AAPL
1981-03-12,0.1004464253783226,0.1010044664144516,0.1004464253783226,0.1004464253783226,0.07924778759479523,59248000.0,AAPL
1981-03-13,0.0998883917927742,0.0998883917927742,0.0993303582072258,0.0993303582072258,0.07836726307868958,231302400.0,AAPL
1981-03-16,0.1032366082072258,0.1043526753783226,0.1032366082072258,0.1032366082072258,0.08144913613796234,37228800.0,AAPL
1981-03-17,0.1082589253783226,0.109375,0.1082589253783226,0.1082589253783226,0.08541153371334076,43747200.0,AAPL
1981-03-18,0.1149553582072258,0.1160714253783226,0.1149553582072258,0.1149553582072258,0.09069472551345825,36937600.0,AAPL
1981-03-19,0.1143973246216774,0.1143973246216774,0.1138392835855484,0.1138392835855484,0.08981417864561081,37811200.0,AAPL
1981-03-20,0.1149553582072258,0.1160714253783226,0.1149553582072258,0.1149553582072258,0.09069472551345825,14604800.0,AAPL
1981-03-23,0.1194196417927742,0.1205357164144516,0.1194196417927742,0.1194196417927742,0.09421683102846146,22019200.0,AAPL
1981-03-24,0.1194196417927742,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09377654641866684,28156800.0,AAPL
1981-03-25,0.1177455335855484,0.1177455335855484,0.1166294664144516,0.1166294664144516,0.09201551973819733,7056000.0,AAPL
1981-03-26,0.1149553582072258,0.1149553582072258,0.1143973246216774,0.1143973246216774,0.09025442600250244,12275200.0,AAPL
1981-03-27,0.1110491082072258,0.1110491082072258,0.1104910746216774,0.1104910746216774,0.08717259019613266,12252800.0,AAPL
1981-03-30,0.1104910746216774,0.1116071417927742,0.1104910746216774,0.1104910746216774,0.08717259019613266,9900800.0,AAPL
1981-03-31,0.1104910746216774,0.1104910746216774,0.109375,0.109375,0.0862920731306076,15993600.0,AAPL
1981-04-01,0.1088169664144516,0.1088169664144516,0.1082589253783226,0.1082589253783226,0.08541153371334076,34070400.0,AAPL
1981-04-02,0.1177455335855484,0.1183035746216774,0.1177455335855484,0.1177455335855484,0.0928960070014,31404800.0,AAPL
1981-04-03,0.1183035746216774,0.1188616082072258,0.1183035746216774,0.1183035746216774,0.0933363139629364,16486400.0,AAPL
1981-04-06,0.1166294664144516,0.1166294664144516,0.1160714253783226,0.1160714253783226,0.09157522767782211,22803200.0,AAPL
1981-04-07,0.1155133917927742,0.1155133917927742,0.1149553582072258,0.1149553582072258,0.09069472551345825,10684800.0,AAPL
